,comments,category
14050,Ол қаражатты жеке табысынан және анасының Пряник атты мейрамханасының табысынан жинағанын алға тартты.,neutral
14051,"Еске салсақ, бұған дейін Ринат Сисембаев сотта Астанадағы жекежай Қуандық Бишімбаевқа тиесілі екенін мәлімдеген болатын.",neutral
14052," Бір кездері құмар ойындарына кіріп кеткен танымал айтыскер ақын Асхат Қылышбеков Казиноға арнап, өлең шығарды.",negative
14053,"Асхаттың айтуынша, мұндай құмар ойындарына талай қазақтың менмін деген жігіттері әуес болып, барынан ұтылған.",negative
14054,Өлең арқылы қоғамға титтейде болса ой салғым келді деген Қылышбеков Еуразия арнасында бұл жолға қалай түсіп кеткенін айтты деп хабарлайды NUR.KZ.,negative
14055,Асхат Қылышбек.,neutral
14056,Фото Интернет желісінен,neutral
14057, Қапшағайдағы үлкен казиноға арнайы үш рет бардым.,neutral
14058,"Ол кезде кіру құны-500, 1500 кетті.",neutral
14059,Тасыған өмірде азаматтың басынан неше түрлі жағдай өтеді.,neutral
14060,Мұның пайдасы -өмірге бір өлең келді.,neutral
14061,"Ал мені тоқтатуға бір ғана себеп болды, ол адамның - иманы, - деп ағынан жарылды Асхат.",neutral
14062,Айтыскер казиноға барғаннан-ақ жолы болмағанын айтты.,negative
14063,Орталықтан құмар ойындарына салынып кеткен қазақтың талай жігіттерін көргенін де жасырмады.,negative
14064,"Мен де казиноға барып көрдім, ойын автоматтарын ойнап көрдім.",neutral
14065,"Жолы болатын баланың алғашқы ұрлығы ашылады дейді ғой Казиноға бірінші барғаннан ұтылдым, букмекерден де ұтылдым.",negative
14066,"Бір нәрсеге көзім жетті, адам баратын жер емес екенін білдім.",negative
14067,"Ол жер көк түтіп сасып тұрады, өзің шекпесеңде жұтасың.",negative
14068,"Үшіншіден, уақытыңа ысырап.",negative
14069,"Төртіншіден, құдайдың да, адамның да алдында абыройсыз болады екенсің.",negative
14070,"Қарыз сұрайсың, ұтыласың.",negative
14071,"Сондай жігіттердің көбін көрдім, көп жігіттерге айтып та көрдім.",neutral
14072,"Ән арқылы теңізге тамған тамшыдай болса да, бір үлесіміз болса екен дедік.",neutral
14073,"Тоқтату мақсатында жазылған өлең,-деді ол.",neutral
14074,Өзбекстан үкіметі ел азаматтарының қажылыққа бару тәрібін реттейтін жаңа ереже шығарды.,neutral
14075,Өткен жылғы желтоқсанның соңында күшіне енген үкімет қаулысында қажылыққа баруға бұрын осы сапарға бармағандар ниет білдіре алады деп жазылған.,neutral
14076,Өзбекстанда бірнеше мәрте қажылыққа баруға тыйым салынды,neutral
14077," Құжатқа сәйкес, бұдан былай Өзбекстаннан Меккеге қажылық парызын өтеуге бұрын бармаған адамдарға ғана қажыға баруға рұқсат етіледі.",neutral
14078,Ал умраға кіші қажылық өзбекстандықтар соңғы 2 жылда бармаған болса және үлкен қажылық сапарынан кейін 5 жыл өткен соң ғана бара алатын болады.,neutral
14079,"Бұрынғы ереже бойынша, Өзбекстанда азаматтардың екінші рет қажыға баруына алғашқы сапарынан 5 жыл өткен рұқсат етіле беретін.",neutral
14080,"Жаңа қаулыда қажылыққа баруға ниет білдіргендерді іріктеу 5 ай бұрын басталатыны, ал қажылық жасауға үміткерлер кезекке тұрмас бұрын әңгімелесу мен іріктеу кезеңінен өтетіні көрсетілген.",neutral
14081,"Сондай-ақ үміткерлердің адасқандарды дұрыс жолға салуда, оларды әлеуметтік қайта бейімдеуде, махаллада қайырымдылық шараларын өткізуде белсенділік танытуы талап етіледі деп жазылған.",neutral
14082,Кандидаттарды аудандық қалалық хокимдер құрған жеті адамнан тұратын жұмыс тобы іріктейді.,neutral
14083,"Олардың құрамына ауданның бас имамы, махалла имамы, махалла төрағасы, діни ағарту және рухани тәрбие жөніндегі кеңесші, профилактика инспекторы және әйелдер комитеті мен Нуроний қорының өкілдері кіреді.",neutral
14084, Елуден асқан еркекті сүйіп қалған 19 жастағы қыздан ата-анасы теріс айналды фото,negative
14085, Германияның Мюнден қаласында тұратын 19 жастағы Зельма Тичманн 52 жастағы Майк Лиермен көңіл жарастырамын деп ата-анасының теріс батасын алды.,negative
14086,Бұл туралы NUR.KZ порталы fishki.net сайтына сілтеме жасап хабарлайды.,neutral
14087,52 жастағы еркекке тұрмысқа шыққан 19 жастағы қыздан ата-анасы теріс айналды фото,negative
14088," Бойжеткеннің ата-анасы қызының бұл қарым-қатынасын мойындамай, одан теріс айналған.",negative
14089,52 жастағы еркекке тұрмысқа шыққан 19 жастағы қыздан ата-анасы теріс айналды фото,negative
14090," Қос ғашық бір-бірімен желі арқылы танысып, бойжеткен онымен қарым-қатынасы туралы ата-анасына жарты жыл бойы тіс жармай келіпті.",neutral
14091,52 жастағы еркекке тұрмысқа шыққан 19 жастағы қыздан ата-анасы теріс айналды фото,negative
14092, Ақыры үй-ішіне өмірлік серігін таныстыруды ұйғарған ару олардың ашуын келтіреді.,negative
14093,Қыздың отбасы күйеу жігітті қабылдамай қойған.,negative
14094,52 жастағы еркекке тұрмысқа шыққан 19 жастағы қыздан ата-анасы теріс айналды фото,negative
14095," Нәтижесінде Зельма өзінен теріс айналған ата-анасын тастап, ғашығының үйіне көшіп барады.",negative
14096,Азаматтық некеде тұрып жатқан ғашықтар жақында тойын жасамақ.,neutral
14097, Меруерт Түсіпбаева өзіне тіл тигізген Баян Алагөзованы сотқа беретінін айтты фото,negative
14098, Елімізге белгілі әнші Меруерт Түсіпбаев мен атышулы продюсер Баян Алагөзованың арасындағы дау әлі жалғасуда.,negative
14099,"Меруерт өзіне тіл тигізіп, жала жапқан Баян мен Бағым Мұхитденоваларды сотқа беретінін әлеуметтік желідегі парақшасында жазды деп хабарлайды NUR.KZ.",negative
14100,Меруерт Түсіпбаева өзіне тіл тигізген Баян Есентаеваны сотқа беретінін айтты,negative
14101, Мен Баян мен Бағымның тіл тигізгеніне ұзақ шыдадым.,negative
14102,"Енді маған қоқан-лоққы көрсетіп, қыр соңымнан қалмай жатыр.",negative
14103,"Сол себепті мен соттан көмек сұрауға мәжбүрмін,- деп жазды әнші.",negative
14104,Меруерт Түсіпбаева өзіне тіл тигізген Баян Есентаеваны сотқа беретінін айтты,negative
14105, Меруерт Түсіпбаева өзіне тіл тигізген Баян Есентаеваны сотқа беретінін айтты,negative
14106," Достар, біз зайырлы мемлекетте тұрамыз!",neutral
14107,Мен Қазақстанның еңбек сіңірген әртісі ретінде және миллиондардың қатарында өзімнің жеке пікірімді айттым.,neutral
14108,Менің оны білдіруге құқым бар.,neutral
14109,"Жауап ретінде әпкелі-сіңілілер маған тіл тигізді, менің беделіме нұқсан келтіріп, жала жапты.",negative
14110,Кешегі күннен бастап қоқан-лоққылар түсуде.,negative
14111,Мен ұзақ уақыт шыдадым.,neutral
14112,Енді құқық қорғау ұйымдарына жүгінуге мәжбүрмін.,neutral
14113,Ескертемін!,neutral
14114,"Барлық қоңыраулар, пікірлер жазылады.",neutral
14115,"Сотта кездесеміз!, - деген Меруерт Түсіпбаева.",negative
14116,Меруерт Түсіпбаева өзіне тіл тигізген Баян Есентаеваны сотқа беретінін айтты,negative
14117," Қазақстанның халықаралық қатынастар жөніндегі кеңесінің төрағасы, белгілі саясаттанушы Ерлан Қарин елбасы Нұрсұлтан Назарбаевтың АҚШ-қа сапары туралы айтты деп хабарлайды Sputnik Қазақстан агенттігіне сілтеме жасаған NUR.KZ",neutral
14118, Қарин Назарбаев алғашқылардың бірі болып Трамппен Ақ үйде кездеседі,neutral
14119, Назарбаев қаңтарда АҚШ-қа ресми сапармен барады.,neutral
14120,"Қазақстан президентін Ақ үйдің басшысы Дональд Трамп шетелдік көшбасшылардың алғашқыларының қатарында қарсы алады, — деді Қарин сарапшылар кеңесінде.",neutral
14121,"Оның пайымдауынша, Қазақстан басшысының сапары тек қазақстандық-америкалық ынтымақтастықты дамытып қана қоймай, АҚШ пен Орталық Азияның қарым-қатынасын айқындауда аса маңызды болмақ.",positive
14122,"Қариннің айтуынша, Қазақстан ядролық қаруға қарсы мәселеде көшбасшылардың бірі ретінде АҚШ басшылығымен кездесуде бұл түйіткілді ортаға сала алады.",neutral
14123,"Бұдан бөлек, саясаттанушы Назарбаевтың сапары Қазақстанның БҰҰ-ның Қауіпсіздік кеңесіне төрағалығымен тұспа-тұс келіп отырғанын атап өтті.",neutral
14124,"Айта кетсек, Астана клубының жабық отырысында Нұрсұлтан Назарбаев келесі жылдың басында АҚШ президентімен кездесетінін растап, Дональд Трамппен кездесуде қандай мәселелер талқыланатынын айтқан болатын.",neutral
14125, Жаңажылдық мерекеде Алматыдағы кафелердің бірінің маңында екі жігіт аяусыз соққыға жығылған сәттен видео Instagram желісінде тарады деп хабарлайды NUR.KZ.,negative
14126,Алматыдағы кафе маңында екі жігіт аяусыз соққыға жығылды видео 18,negative
14127, Оқиға таңғы 6-7-лер шамасында болғаны жазылған.,neutral
14128,Райымбек даңғылынан төмен Күдерин көшесінде орналасқан кафеде демалған екі ер адам сыртқа темекі шегуге шығады.,neutral
14129,Сол арада кафе маңында екі жігіт пен бір бойжеткен тұрған.,neutral
14130,"Ішімдікке сылқия тойып алып, өздерін батыр сезінген болуы керек.",negative
14131,"Біздің таныстарымызға жақындап, жанжал шығармақ болды.",negative
14132,"Олардың арасында төбелес туындады, - дейді ролик авторы.",negative
14133,Ол жерге құлаған азаматты бұзақылар соққыға жығуын доғармағанын алға тартуда.,negative
14134,Алматы қаласының ІІД-і оқиға Жетісу ауданында болғанын және бұзақылық бабы бойынша екі ер адамның үстінен сот алды тергеу жүргізіліп жатқанын мәлімдеді.,negative
14135, Екінші рет шаңырақ көтерген танымал айтыскер Ақтөбеде дүркіретіп той жасады фото,neutral
14136," Халыққа сахнадағы сабырлы күйімен және сүбелі сөздерімен танымал болған ақтөбелік танымал айтыскер ақын, әнші, композитор Аян Сейітов екінші рет шаңырақ көтерді деп хабарлайды Aktobenews.kz тілшісіне сілтеме жасаған NUR.KZ.",neutral
14137,Ақтөбелік танымал айтыскер ақын екінші рет шаңырақ көтерді фото,neutral
14138, Дүбірлеген думанды той Ақтөбе қаласында өткен.,neutral
14139,"Қуанышты сәтті бөлісуге қазақ эстрадасының өкілдері Төреғали Төрәлі, Еркін Нұржанов, Әбдіжаппар Әлқожа және тағы басқа өнердегі достары келді.",positive
14140,Ақынның жүрегін жаулаған ғашығы - болашақ дәрігер.,neutral
14141,Ақтөбе медициналық колледжінің 4 курсында оқитын Перизат есімді ару Аянның жерлесі.,neutral
14142,Ақтөбелік танымал айтыскер ақын екінші рет шаңырақ көтерді фото,neutral
14143, Арнайы қазақы дәстүрмен өткен ұзатылу тойы Шалқар ауданындағы Біршоғыр елді мекенінде болған.,neutral
14144,Қазіргі таңда Аян Сейітов Алматы қаласында тұрып жатыр.,neutral
14145,"Айта кетерлігі, осыған дейін отбасылы болған айтыскердің Айша есімді қызы бар.",neutral
14146," Бұрынғы Абу Сахий көтерме базарынан мемлекеттік бюджетке бір айда 5 миллиард су, ал 15 күнде базарды қайта ұйымдастырған соң – 35 млрд сум түскен.",neutral
14147,Каримовтың күйеу баласы Өзбекстан қазынасына екі аптада 35 млрд сум түсірген,neutral
14148," Бұл туралы Ташкент облысына сапары кезінде Шавкат Мирзияев мәлімдеді, деп хабарлады президенттің баспасөз қызметі.",neutral
14149,"Абу Сахий базарын 2006 жылы Өзбекстанның тұңғыш президенті Ислам Каримовтің кіші күйеу баласы Тимур Тилляев ашып, Өзбекстанға тауар импорттаумен айналысатын ірі компанияға айналдырған.",positive
14150,"Каримов басқарған жылдары Ташкенттің батыс бөлігінде 25 гектарды алып жатқан ірі көтерме базары өзбек астанасын ғана емес, республиканың барлық обыстарын импорт тауарлармен қамтамасыз етті.",neutral
14151,Абу Сахий қожайыны ауысқаны туралы алғаш рет 2017 жылы 14 желтоқсанда белгілі болды.,neutral
14152,"Тимур Тилляевтің америкалық адвокаты бұл ақпаратты растады, бірақ оған қатысты мәлімет бермеді.",neutral
14153, Ақтөбеде зейнет жасындағы әйел адамның азаматтық некедегі жолдасынан қауіпті дерт жұқтырғаны белгілі болды деп жазады Aktobenews.kz.,negative
14154,Ақтөбеде 63 жастағы қария жыныстық қатынастан қауіпті ауру жұқтырған,negative
14155, 63 жастағы әйел адам күйеуінен вич инфекциясын жұқтырған.,negative
14156,"Кейін тексеріс кезінде анықталғандай, ер адамның есірткі затын қолданатыны белгілі болды.",negative
14157,"Олардың ортақ ұлдары да инфекция жұқтырған, есірткі пайдаланады, — дейді облыстық СПИД-тің алдын алу және оған қарсы күрес жөніндегі орталық маманы Анна Каспирова.",negative
14158,Ақтөбелік дәрігерлер қауіпті дерт жұқтырғандар санының жыл санап төмендеп жатқанын хабарлады.,neutral
14159,2017 жылы Ақтөбеден 37 Қазақстан азаматынан АИТВ инфекциясы анықталды.,negative
14160,"Оның 21-і ер адам, 16-сы әйел адам.",neutral
14161,"Сонымен қатар, облыста жүрген бес шетел азаматы жұқпалы инфекциямен тіркелді.",negative
14162,Өткен жылы барлығы 42 адамды есепке алынды.,neutral
14163,"Ауру жұқтырғандар 20 мен 63 жас аралығындағы азаматтар, — дейді Анна Каспирова.",negative
14164, Алматы облысында төрт балықшы іздестіріліп жатыр.,negative
14165,Өткен айда Сорбұлақтан балық аулауға шыққан олардан әлі күнге хабар жоқ деп хабаралйды Алматы телеарнасына сілтеме жасаған NUR.KZ,negative
14166, Алматы облысында төрт балықшы жұмбақ жағдайда жоғалып кетті,negative
14167," Құтқарушылар іс-түссіз кеткендер суға батқан деп болжап, көл түбінен мүрделерін іздеп көрген.",negative
14168,"Алайда, 2 аптадан бері олардың мәйіттерін детаба алмауда.",negative
14169,"Ал, балықшылардың туыстары болса, оларды бәзбіреулер қамап тастап, құлдықта ұстап отыр деген ойда.",negative
14170,Өткен айдың 25-інде достарымен балық аулауға кеткен.,neutral
14171,"Содан іздегеннен іздедік қой, міне жоқ.",negative
14172,Бүгін 13-ші күн болды.,neutral
14173,Ештеңе табылмайды.,negative
14174,Суға ау салуға кеткендердің жоғалғаны туралы ақпаратты жағада қалғандар жақындарына ертесі күні естіртеді.,negative
14175,Содан кейін барып құтқарушылар балықшыларды іздестіруге кірісіпті.,neutral
14176,Құтқару операциясына жедел жасақ жұмылдырылған.,neutral
14177,Алайда 2 аптадан бері балықшылардың мүрдесін анықтау мүмкін болмапты.,negative
14178,"Анығында, Сорбұлақтан балық аулауға заңмен тыйым салынған.",negative
14179,Хабар-ошарсыз кеткендердің ол аумаққа қалай кіріп кеткенін ешкім білмейді.,neutral
14180,Қатулы қарауыл да жан баласын жолықтырмадық деп міз бақпапты.,neutral
14181,Ақтүтек боранда жоғалған адамдарды іздестіру қиынға түскен.,negative
14182,"Оның үстіне көлдің бетіне қалың мұз қатып, құтқарушылар қайықпен жүруден қалыпты.",neutral
14183,Сондықтан балықшылардың мүрдесін іздестіру уақытша тоқтатылды.,negative
14184,"Жоғалған жігіттердің жақындары құзырлы орындарға арыз жазып, тиісті көмек көрсетулерін сұраған.",neutral
14185,Алайда тәртіп сақшылары жоғалғандарды іздестіруге құлық танытпапты.,negative
14186,"Білдей бір мекемеде іске білек сыбана кірісіп, куәгерлерден жауап алатын адам табылмаған.",negative
14187,Жақын жандарының жер басып жүргендеріне кәміл сенген шерменді отбасы енді көріпкелдерден көмек сұрамақшы.,neutral
14188,Балаларының нақты қайда екенін тек солар дөп басып айтып бере алады деген ойда.,neutral
14189,Дәл осы Сорбұлақта өткен айдың басында тағы 2 балықшының жоғалып кеткені мәлім болды.,negative
14190,"Ал, соңғы 5 жылда Алматы облысында 200-ден астам адам суға кетіп, қаза тапқан екен.",negative
14191, Қарағанды облысының әкімі Ерлан Қошанов аппараттық жиналыс кезінде Жезқазған қаласының әкімі Батырлан Ахметовке ескерту жасады.,negative
14192,"Мұнымен қатар, жергілікті тұрғындардың шағымдарының негізінде қызметтік тексеріс жүргізіледі деп хабарлайды аймақтың баспасөз қызметі.",neutral
14193,Ойламадық дегеніңіз қалай?,neutral
14194,Қарағанды облысының әкімі Ахметовке ескерту жасады,negative
14195, Жезқазған қаласының тұрғындары краннан лас әрі жағымсыз иісі бар ыстық су ағып тұрғанын айтып шағымданды.,negative
14196,Мәселені облыс әкімінің орынбасары Анатолий Шкарупа басқарған арнайы топ шешуге тырысты.,neutral
14197,Сыртта жиналыс болды.,neutral
14198,"Желілер қайта тазаланып, қосымша шаралар қолға алынды.",neutral
14199,"Қазір ыстық судың сапасы жақсарды, — дейді Анатолий Шкарупа.",neutral
14200,"Облыс әкімі Жезқазған басшысы Батырлан Ахметовты шақырып, одан мәселенің мән-жайын түсіндіруді талап етті.",neutral
14201,Ахметов өз кезегінде күннің ерте суытуы салдарынан желілерді тазартып үлгермегендерін айтты.,negative
14202,"Біз лас су ағады деп ойламадық, — дейді Батырлан Ахметов.",negative
14203,Бұдан кейін Ерлан Қошанов қала әкіміне ескерту жасады.,negative
14204,Ойламадық дегеніңіз қалай?!,neutral
14205,Әзірге қала әкіміне ескерту ғана жасаймын.,neutral
14206,Ары қарай қызметтік тексерістен кейін не болатынын анықтайтын боламыз.,negative
14207,"Ыстық су сапасын үнемі қадағалап, қызметті жақсарту қажет, — дейді Ерлан Қошанов.",neutral
14208, СҚО Вишневка ауылында тұрған Тарасовтар отбасының ошағы ойран болды.,negative
14209,"Отағасы балаларының көзінше әйелін пышақтап, артынан өзін өртеп жібермек болған деп хабарлайды КТК телеарнасына сілтеме жасаған NUR.KZ.",negative
14210,Көрнекі фото желіден алынды,neutral
14211, 43 жастағы Юлия Капустина өзін өлтірмек болған күйеуінен төрт бала сүйген.,negative
14212,Қайғылы оқиға болатын күні олар Настя есімді қыздарының 12 жасқа толған туған күнін атап өтіпті.,neutral
14213,"Онсыз да алкогольдік сусынға құмар еркек масайып алған соң, балалары мен әйеліне бәріңді бауыздап тастаймын деп қорқытқан.",negative
14214,Осылайша азамат пышағын алып әйеліне бас салады.,negative
14215,Өзінің істегенін көріп есін одан сайын ауысқан ол өзін өртеп жібермек болған.,negative
14216,Сөйтіп өзімен қоса екі жыл бұрын әзер алған үйін де күл-талқанын шығарып жағып жібереді.,negative
14217,Қазір әйелі мен күйеуі аурухананың жансақтау бөлімінде жатыр.,negative
14218,"Ал балалары не үйсіз, не ата-анасыз далада қалды.",negative
14219,Айтуларынша олар енді безбүйрек әкелерін көргісі келмейді.,negative
14220,Тіпті жазылып шыққан күннің өзінде түрмеде отырып жазасын алсын дейді.,negative
14221,Тағдыр тәлкегіне түскен Тарасовтар жағдайы енді қалай болары беймәлім.,negative
14222,Барлық мәселе үй ересектері аяққа тұрып келген соң шешілмек.,neutral
14223,Бүгінде елімізде зейнет жасына жетпей жатып та зейнеткерлікке шығуға болатынын барлық адам біле бермейді.,neutral
14224,Оған жетудің жолдары мен шарттарын КТК телеарнасына сілтеме жасаған NUR.KZ хабарлайды.,neutral
14225,Көрнекі фото желіден алынды,neutral
14226, Еңбек және әлеуметтік қорғау министрлігінің Аймақтық даму және клиенттер қызметінің басшысы Асхат Мұқамедов зейнеткерлікке ертерек шығудың жолдарын жік-жіктеп түсіндіріп берді.,neutral
14227,Бүгінде елімізде зейнет жасына жетпеген адамдар да зейнеткерлікке шығуына болады.,neutral
14228,Яғни зейнетақы қорында жиналған ақшаны пайдалана алады.,neutral
14229,"Ол үшін азаматтар сақтандыру компаниясымен шарт жасасуы керек, - дейді маман.",neutral
14230,Оның айтуынша сақтандыру компаниясына ақша жинап зейнетке шығудың екі шарты бар.,neutral
14231,Ер азаматтар 55 жастан асқан және зейнетақы жинақ қоры 9 636 000 теңгеге жеткен болуы керек.,neutral
14232,Ал әйелдер жасы 50-ден жоғары және жинақталған сомасы 13 746 000 теңгеден кем болмауы тиіс.,neutral
14233,Сондай-ақ зейнетақыны Қазақстан азаматтары үш жағдайда мерзімінен бұрын шешіп ала алады,neutral
14234,Азаматтың қайтыс болуына байланысты оның мұрагерлері жинақталған зейнетақысын ала алады.,neutral
14235,Айта кетейік 2018 жылдың 1-қаңтарынан бастап Қазақстанда ең төменгі зейнетақы мөлшері 33 745 теңге болып бекітілген.,neutral
14236,100 метр жүгіруден Олимпиада ойындарының сегіз дүркін чемпионы ямайкалық Усэйн Болт футболшы мансабын бастау үшін клуб қарастырып жатыр деп хабарлайды Daily Express.,neutral
14237,Жүгіруден алдына жан салмайтын әйгілі жеңілаяқ өзін футболда сынап көрмекші,neutral
14238," Жарақт артта қалды, қазіргі жағдайым жақсы.",neutral
14239,Наурызда дортмундтық Боррусияда сынақтан өтетін боламын.,neutral
14240,Соның нәтижесінде менің футболшы мансабымды бастау не бастамау шешілгелі тұр.,neutral
14241,"Егер Боррусияда маған сәл жаттықсаң барлығы да жарап тұр десе, мен солай істеймін, - деді ямайкалық спринтер.",neutral
14242,"Сонымен қатар, Болт Манчестер Юнайтед сапында өнер көрсетуді армандайтынын да жасырмады.",neutral
14243,"Мен Алекс Фергюсонмен сөйлестім, мен үшін бір ауыз жақсы пікір қосуын сұрадым.",neutral
14244,"Ол маған денсаулығым дұрыс болып, жақсы формада болсам, бірдеме істеп көруге болатынын айтты, - деді ол.",neutral
14245,Маусымда жеңілатлет Боруссияда жаттығуды жоспарлап отырғанын айтқан еді.,neutral
14246,"2017 жылы тамызда ол Лондонда өткен әлем біріншілігіне эстафета жарысына қатысқан еді, алайда жарақатына байланысты мәре сызығын кесіп өте алмады.",negative
14247,Соған қарамастан 100 метр қашықтыққа жүгіруден ол қола медальді иеленді.,neutral
14248,Осы турнир Болттың спорттық мансабындағы соңғы жарысы еді.,neutral
14249, Мамандар Каспий теңізі жағалауындағы су балдырлардың кесірінен қызыл түске енгенін анықтады деп хабарлайды LADA.KZ сайтына сілтеме жасаған NUR.KZ.,negative
14250,Каспий теңізінің неліктен қанға боялғаны белгілі болды,negative
14251, Бұл туралы Маңғыстау облысы экология департаменті басшысының орынбасары Руслан Төкенов мәлімдеді.,neutral
14252,"Каспий жағалауындағы балдырлардан сынама алған экологтардың айтуы бойынша, қоршаған орта ластанбаған.",neutral
14253,"Біз төңіректі шолып шығып, зертханаға арнайы сынама алдық.",neutral
14254,Бізбен бірге Қазгидромет РМК мамандары да жұмыс істеді.,neutral
14255,Қазіргі таңда талдау жүргізіліп жатыр.,neutral
14256,"Балдырлар кейде қызыл түске боялады, сол себепті теңіз суында осындай реңк пайда болған.",neutral
14257,Ондағы құстар осы балдырлармен қоректеніп жатса керек.,neutral
14258,Бұл - еш зиян келтірмейтін табиғи процесс.,neutral
14259,"Зерттеу қорытындысында балдырлар қоршаған ортаны ластай ма, жоқ па, нақты белгілі болады, — деді Руслан Төкенов.",neutral
14260,"Айта кетерлігі, теңіз суының түсі өзгергенін ақтаулықтар 6 қаңтарда байқаған еді.",neutral
14261, 1 қаңтардан бастап төлқұжатты дайындау кезіндегі мемлекеттік баж салығының екі есе өскені белгілі.,neutral
14262,Бұрынғы тариф 1995 жылдан бері өзгермеген.,neutral
14263,Ішкі істер министрлігінің жауапты мамандары құжат құнының жоғарылау себебін осылай түсіндірді.,neutral
14264,Елімізде шетелдік төлқұжатты рәсімдеу құны 2 есеге қымбаттап кетті,neutral
14265, Жаңа Салық кодексіне енгізілген түзетулер бірінші кезекте осы өзгерісті қарастырған еді.,neutral
14266,Бұдан былай жаңадан төлқұжат алу үшін 8 айлық есептік көрсеткіш көлемінде қаражат төлеуіңіз керек.,neutral
14267,Ал төлқұжаттарын ауыстыруға алдын ала өтінім жазған азаматтар саны өткен желтоқсанда 100 мың адамға жеткен.,neutral
14268,Бұл 2016 жылғы кезеңмен салыстырғанда 3 есеге көп.,neutral
14269,Осылайша 1 қаңтарға дейін небәрі 9 мың теңгеге бағаланған төлқұжаттың бүгінгі құны – 19 мың 240 теңге.,neutral
14270,Ал жеке куәліктің бағасы сол қалпында сақтала бермек.,neutral
14271,Жеке басты куәландыратын құжаттар елімізде 1995 жылдан бері дайындалып келеді.,neutral
14272,"Осы уақытқа дейін куәліктің дизайны бірнеше мәрте өзгеріске ұшырап, қауіпсіздік жағынан жетілдірілсе де, мемлекеттік баж салығының құны өзгермеді, - дейді ІІМ Көші-қон қызметі комитетінің басқарма басшысы Жанар Қожахметова.",neutral
14273," Таразда бірнеше адам жабылып бір жігітті сабап, жазым етті.",negative
14274,Қанды қырғын қаланың қақ ортасында болған.,negative
14275,Жаға жыртысып жатқан топты көлік жүргізушісі таптап өтті деп хабарлайды 31 арнаға сілтеме жасаған NUR.KZ.,negative
14276,Таразда жаға жыртыып жатқан бір топ жігіттерді көлік таптап өткен,negative
14277, Сұмдық жағдай көшедегі бейнекамераға түсіп қалған.,negative
14278,Онда көліктің бір топ адамды үстінен басып өткені анық аңғарылады.,negative
14279,Видеода Ваз автокөлігінің жүргізушісі Волксваген маркалы темір тұлпарын қарсы жолаққа қысып тоқтатады.,negative
14280,Артынша бірнеше жігіт шығып екінші көліктің артқы есігінен бір адамды жұлқып түсіреді.,negative
14281,Ашуға булыққан топ оны жабылып тепкінің астына алады.,negative
14282,Ал көлік жүргізушісі болса жолаушысын тастап тайып тұрады.,negative
14283,"Бірақ көп кешікпей қайта келіп, көше ортасында төбелес бастағандарды таптап өтеді.",negative
14284,Салдарынан 29 жастағы азамат жансақтау бөлімінде тіл тартпай кетті.,negative
14285,Қанды оқиғаға не себеп болғаны әлі белгісіз.,negative
14286,Дегенмен полицейлер сегіз адамға іздеу жариялады.,neutral
14287,Тіпті жеке бастарын анықтадық деп сендіреді.,neutral
14288,Қашып жүрген күдіктілердің тектері бірдей болғандықтан бәрі ағайынды болуы мүмкін деген болжам бар.,negative
14289, Көкшетауда ақыл-есі кем азамат көлік дөңгелектерін кескілеп тастаған.,negative
14290,"Ол түн қата есік алдына шығып, 10 көршісінің жеке мүлкіне осылайша зиян келтіріпті деп хабарлайды КТК арнасына сілтеме жасаған NUR.KZ.",negative
14291,Көкшетауда көлік дөңгелектерін кескілеп тастаған азамат көршілерін шошытты,negative
14292," Менің көлігімнің екі дөңгелегін, көршімнің 4 дөңгелегін кесіп тастапты.",negative
14293,Полицияға шағым түсірдік.,negative
14294,Ауру адамнан не сұрайсың.,negative
14295,"Дегенмен, мына жерде жарық жоқ, балалар жүреді, қауіпті, әрине.",negative
14296,"Ондай адамды үйде ұстау керек пе, жоқ па, оны біз шешпейміз ғой, - дейді зардап шегуші тұрғын Ержан Өмірғалиев.",neutral
14297,Ол бұл әрекетке жұрт ұйқыға жатқан кезде барғанға ұқсайды.,neutral
14298,Көлік доңғалақтарын бірінен соң бірін пышақпен тілгілей берген жігіт тіпті кей көліктің 4 бірдей дөңгелегін жарып кетіпті.,negative
14299,Тұрғындардың әрқайсысы науқас көршісінен 160-200 мың теңгеден зиян шегіп отыр.,negative
14300,Көліктерін алаңсыз есік алдына қалдыратын тұрғындар бұл сұмдықты таңертең жұмысқа шыққанда бір-ақ көріпті.,neutral
14301,Олар көршілерінің денсаулығында кінәраты барын бұрыннан білген.,neutral
14302,Бірақ өрескел мінезін байқамаппыз дейді.,neutral
14303,Психикалық ауытқушылығы бар 59 жастағы азаматты заң жүзінде ешкім жазалай алмайды.,negative
14304,Ал полиция шығындарын қайтарып алу үшін азаматтық сотқа арыз түсіруге кеңес беріпті.,negative
14305,Науқастың өзі жасаған ісін мойындамаған.,negative
14306," Қазақстандағы танымал модель Ольга Семенова Қайрат футбол командасымен бірге жүрген видеосы әлеуметтік желіде тарап кеткен соң, оның Аршавинмен қарым-қатынасы тым жақын деген қауесет тарады.",negative
14307,Осыдан соң бойжеткенге қоқан лоққы көрсететіндер көбейген деп хабарлайды NUR.KZ.,negative
14308, Видеода Аршавин модельдің белінен қысып құшақтап жатыр.,neutral
14309,Осыған қарамастан өзін күнәдан пәк санайтын бикеш біреулер мені қорқытып жүр дейді.,negative
